2016-09-04 11:17:54 sys_log : [ERROR]   error wait for 允许：允许android.widget.Button
2016-09-04 11:22:34 sys_log : [INFO] 	9
2016-09-04 11:22:34 sys_log : [INFO] 		9
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:9
2016-09-04 11:22:34 sys_log : [INFO] 	10
2016-09-04 11:22:34 sys_log : [INFO] 		10
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:10
2016-09-04 11:22:34 sys_log : [INFO] 	11
2016-09-04 11:22:34 sys_log : [INFO] 		11
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:11
2016-09-04 11:22:34 sys_log : [INFO] 	12
2016-09-04 11:22:34 sys_log : [INFO] 		12
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:12
2016-09-04 11:22:34 sys_log : [INFO] 	13
2016-09-04 11:22:34 sys_log : [INFO] 		13
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:13
2016-09-04 11:22:34 sys_log : [INFO] 	14
2016-09-04 11:22:34 sys_log : [INFO] 		14
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:14
2016-09-04 11:22:34 sys_log : [INFO] 	15
2016-09-04 11:22:34 sys_log : [INFO] 		15
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:15
2016-09-04 11:22:34 sys_log : [INFO] 	16
2016-09-04 11:22:34 sys_log : [INFO] 		16
2016-09-04 11:22:34 sys_log : [INFO] 		15
2016-09-04 11:22:34 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:22:34 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/rl_left_button,15
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:15
2016-09-04 11:22:34 sys_log : [INFO] 	16
2016-09-04 11:22:34 sys_log : [INFO] 		16
2016-09-04 11:22:34 sys_log : [INFO] 		15
2016-09-04 11:22:34 sys_log : [INFO] 		13
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:13
2016-09-04 11:22:34 sys_log : [INFO] 	14
2016-09-04 11:22:34 sys_log : [INFO] 		14
2016-09-04 11:22:34 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:22:34 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/filter_header,14
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:14
2016-09-04 11:22:34 sys_log : [INFO] 	15
2016-09-04 11:22:34 sys_log : [INFO] 		15
2016-09-04 11:22:34 sys_log : [INFO] 		15
2016-09-04 11:22:34 sys_log : [INFO] 		15
2016-09-04 11:22:34 sys_log : [INFO] 		13
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:13
2016-09-04 11:22:34 sys_log : [INFO] 	14
2016-09-04 11:22:34 sys_log : [INFO] 		14
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:14
2016-09-04 11:22:34 sys_log : [INFO] 	15
2016-09-04 11:22:34 sys_log : [INFO] 		15
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:15
2016-09-04 11:22:34 sys_log : [INFO] 	16
2016-09-04 11:22:34 sys_log : [INFO] 		16
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:16
2016-09-04 11:22:34 sys_log : [INFO] 	17
2016-09-04 11:22:34 sys_log : [INFO] 		17
2016-09-04 11:22:34 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:22:34 sys_log : [INFO] 			      info:android.widget.LinearLayout,,,,17
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:17
2016-09-04 11:22:34 sys_log : [INFO] 	18
2016-09-04 11:22:34 sys_log : [INFO] 		18
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:22:34 sys_log : [INFO] 	19
2016-09-04 11:22:34 sys_log : [INFO] 		19
2016-09-04 11:22:34 sys_log : [INFO] 		19
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:22:34 sys_log : [INFO] 	20
2016-09-04 11:22:34 sys_log : [INFO] 		20
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:20
2016-09-04 11:22:34 sys_log : [INFO] 	21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		20
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:20
2016-09-04 11:22:34 sys_log : [INFO] 	21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		20
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:20
2016-09-04 11:22:34 sys_log : [INFO] 	21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		19
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:22:34 sys_log : [INFO] 	20
2016-09-04 11:22:34 sys_log : [INFO] 		20
2016-09-04 11:22:34 sys_log : [INFO] 		20
2016-09-04 11:22:34 sys_log : [INFO] 		17
2016-09-04 11:22:34 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:22:34 sys_log : [INFO] 			      info:android.widget.LinearLayout,,,,17
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:17
2016-09-04 11:22:34 sys_log : [INFO] 	18
2016-09-04 11:22:34 sys_log : [INFO] 		18
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:22:34 sys_log : [INFO] 	19
2016-09-04 11:22:34 sys_log : [INFO] 		19
2016-09-04 11:22:34 sys_log : [INFO] 		19
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:22:34 sys_log : [INFO] 	20
2016-09-04 11:22:34 sys_log : [INFO] 		20
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:20
2016-09-04 11:22:34 sys_log : [INFO] 	21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		20
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:20
2016-09-04 11:22:34 sys_log : [INFO] 	21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		20
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:20
2016-09-04 11:22:34 sys_log : [INFO] 	21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		19
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:22:34 sys_log : [INFO] 	20
2016-09-04 11:22:34 sys_log : [INFO] 		20
2016-09-04 11:22:34 sys_log : [INFO] 		20
2016-09-04 11:22:34 sys_log : [INFO] 		17
2016-09-04 11:22:34 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:22:34 sys_log : [INFO] 			      info:android.widget.LinearLayout,,,,17
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:17
2016-09-04 11:22:34 sys_log : [INFO] 	18
2016-09-04 11:22:34 sys_log : [INFO] 		18
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:22:34 sys_log : [INFO] 	19
2016-09-04 11:22:34 sys_log : [INFO] 		19
2016-09-04 11:22:34 sys_log : [INFO] 		19
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:22:34 sys_log : [INFO] 	20
2016-09-04 11:22:34 sys_log : [INFO] 		20
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:20
2016-09-04 11:22:34 sys_log : [INFO] 	21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		20
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:20
2016-09-04 11:22:34 sys_log : [INFO] 	21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		20
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:20
2016-09-04 11:22:34 sys_log : [INFO] 	21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		21
2016-09-04 11:22:34 sys_log : [INFO] 		19
2016-09-04 11:22:34 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:22:34 sys_log : [INFO] 	20
2016-09-04 11:22:34 sys_log : [INFO] 		20
2016-09-04 11:22:34 sys_log : [INFO] 		20
2016-09-04 11:22:34 sys_log : [INFO] 		10
2016-09-04 11:22:34 sys_log : [INFO] 5个新任务准备入栈......
2016-09-04 11:22:34 sys_log : [INFO] 5个新任务允许入栈......
2016-09-04 11:22:34 sys_log : [INFO] 任务栈已更新, 5个新任务允许入栈, 现在还有9个任务待运行......
2016-09-04 11:22:34 sys_log : [INFO] 任务栈已更新,现在还有8个任务待运行......
2016-09-04 11:22:34 sys_log : [INFO] [android.widget.RelativeLayout,,,com.alibaba.aliyun:id/rl_left_button,15], a3925efbff389f3b3b5c5b2b9eeebfdd >> 开始执行节点任务......
2016-09-04 11:22:34 sys_log : [INFO] click -> [info = android.widget.RelativeLayout,,,com.alibaba.aliyun:id/rl_left_button,15], [depth = 15]a3925efbff389f3b3b5c5b2b9eeebfdd-0,75-120,219-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[1]/android.widget.RelativeLayout[1]/android.widget.RelativeLayout[1]
2016-09-04 11:22:47 sys_log : [INFO] 报告主人,有1个节点任务出栈并加入黑名单 -> 现在还有7个任务待运行, [android.widget.RelativeLayout,,,com.alibaba.aliyun:id/filter_header,14], a3925efbff389f3b3b5c5b2b9eeebfdd-0,219-1080,351-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[1]
2016-09-04 11:22:48 sys_log : [INFO] 当前节点任务所属窗口是否就是当前窗口 -> false
2016-09-04 11:22:48 sys_log : [INFO] a3925efbff389f3b3b5c5b2b9eeebfdd >> 4002296d1b4876b4e756ddbcd64a285f, 窗口迁移至老窗口,获取到窗口任务列表 -> 4
2016-09-04 11:22:48 sys_log : [INFO] 任务栈已更新,现在还有7个任务待运行......
2016-09-04 11:22:48 sys_log : [INFO] [android.widget.RelativeLayout,,,com.alibaba.aliyun:id/filter_header,14], a3925efbff389f3b3b5c5b2b9eeebfdd >> 开始执行节点任务......
2016-09-04 11:23:19 sys_log : [ERROR]   节点任务 -> [info = android.widget.RelativeLayout,,,com.alibaba.aliyun:id/filter_header,14], NoSuchElementException, 弹出下一个节点任务, a3925efbff389f3b3b5c5b2b9eeebfdd-0,219-1080,351-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[1]
2016-09-04 11:23:19 sys_log : [INFO] 报告主人,有1个节点任务出栈并加入黑名单 -> 现在还有6个任务待运行, [android.widget.RelativeLayout,,,,7], 4002296d1b4876b4e756ddbcd64a285f-0,1770-270,1920-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[1]
2016-09-04 11:23:20 sys_log : [INFO] 当前节点任务所属窗口是否就是当前窗口 -> true
2016-09-04 11:23:20 sys_log : [INFO] [android.widget.RelativeLayout,,,,7], 4002296d1b4876b4e756ddbcd64a285f >> 开始执行节点任务......
2016-09-04 11:23:20 sys_log : [INFO] click -> [info = android.widget.RelativeLayout,,,,7], [depth = 7]4002296d1b4876b4e756ddbcd64a285f-0,1770-270,1920-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[1]
2016-09-04 11:23:30 sys_log : [INFO] 报告主人,有1个节点任务出栈并加入黑名单 -> 现在还有5个任务待运行, [android.widget.RelativeLayout,,,,7], 4002296d1b4876b4e756ddbcd64a285f-270,1770-540,1920-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[2]
2016-09-04 11:23:32 sys_log : [INFO] 当前节点任务所属窗口是否就是当前窗口 -> false
2016-09-04 11:23:32 sys_log : [INFO] 4002296d1b4876b4e756ddbcd64a285f >> c46f85534e237b2727336cae9910cfaa, 窗口迁移至新窗口......
2016-09-04 11:23:32 sys_log : [INFO] 相同窗口执行次数 -> 0
2016-09-04 11:23:32 sys_log : [INFO] 	8
2016-09-04 11:23:32 sys_log : [INFO] 		8
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:8
2016-09-04 11:23:32 sys_log : [INFO] 	9
2016-09-04 11:23:32 sys_log : [INFO] 		9
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:9
2016-09-04 11:23:32 sys_log : [INFO] 	10
2016-09-04 11:23:32 sys_log : [INFO] 		10
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:10
2016-09-04 11:23:32 sys_log : [INFO] 	11
2016-09-04 11:23:32 sys_log : [INFO] 		11
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:11
2016-09-04 11:23:32 sys_log : [INFO] 	12
2016-09-04 11:23:32 sys_log : [INFO] 		12
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:12
2016-09-04 11:23:32 sys_log : [INFO] 	13
2016-09-04 11:23:32 sys_log : [INFO] 		13
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:13
2016-09-04 11:23:32 sys_log : [INFO] 	14
2016-09-04 11:23:32 sys_log : [INFO] 		14
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:14
2016-09-04 11:23:32 sys_log : [INFO] 	15
2016-09-04 11:23:32 sys_log : [INFO] 		15
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:15
2016-09-04 11:23:32 sys_log : [INFO] 	16
2016-09-04 11:23:32 sys_log : [INFO] 		16
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:16
2016-09-04 11:23:32 sys_log : [INFO] 	17
2016-09-04 11:23:32 sys_log : [INFO] 		17
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:17
2016-09-04 11:23:32 sys_log : [INFO] 	18
2016-09-04 11:23:32 sys_log : [INFO] 		18
2016-09-04 11:23:32 sys_log : [INFO] 		17
2016-09-04 11:23:32 sys_log : [INFO] 		17
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:17
2016-09-04 11:23:32 sys_log : [INFO] 	18
2016-09-04 11:23:32 sys_log : [INFO] 		18
2016-09-04 11:23:32 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:23:32 sys_log : [INFO] 			      info:android.widget.ImageView,,,com.alibaba.aliyun:id/common_right_button,18
2016-09-04 11:23:32 sys_log : [INFO] 		15
2016-09-04 11:23:32 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:23:32 sys_log : [INFO] 			      info:android.widget.ImageView,,,com.alibaba.aliyun:id/scan,15
2016-09-04 11:23:32 sys_log : [INFO] 		15
2016-09-04 11:23:32 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:23:32 sys_log : [INFO] 			      info:android.widget.ImageView,,,com.alibaba.aliyun:id/message_button,15
2016-09-04 11:23:32 sys_log : [INFO] 		15
2016-09-04 11:23:32 sys_log : [INFO] 		15
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:15
2016-09-04 11:23:32 sys_log : [INFO] 	16
2016-09-04 11:23:32 sys_log : [INFO] 		16
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:16
2016-09-04 11:23:32 sys_log : [INFO] 	17
2016-09-04 11:23:32 sys_log : [INFO] 		17
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:17
2016-09-04 11:23:32 sys_log : [INFO] 	18
2016-09-04 11:23:32 sys_log : [INFO] 		18
2016-09-04 11:23:32 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:23:32 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,18
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:23:32 sys_log : [INFO] 	19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		18
2016-09-04 11:23:32 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:23:32 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,18
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:23:32 sys_log : [INFO] 	19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		18
2016-09-04 11:23:32 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:23:32 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,18
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:23:32 sys_log : [INFO] 	19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		18
2016-09-04 11:23:32 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:23:32 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,18
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:23:32 sys_log : [INFO] 	19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		17
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:17
2016-09-04 11:23:32 sys_log : [INFO] 	18
2016-09-04 11:23:32 sys_log : [INFO] 		18
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:23:32 sys_log : [INFO] 	19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		17
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:17
2016-09-04 11:23:32 sys_log : [INFO] 	18
2016-09-04 11:23:32 sys_log : [INFO] 		18
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:23:32 sys_log : [INFO] 	19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:23:32 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/item_0,19
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:23:32 sys_log : [INFO] 	20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:20
2016-09-04 11:23:32 sys_log : [INFO] 	21
2016-09-04 11:23:32 sys_log : [INFO] 		21
2016-09-04 11:23:32 sys_log : [INFO] 		21
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:23:32 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/item_1,19
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:23:32 sys_log : [INFO] 	20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:20
2016-09-04 11:23:32 sys_log : [INFO] 	21
2016-09-04 11:23:32 sys_log : [INFO] 		21
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:23:32 sys_log : [INFO] 	20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:23:32 sys_log : [INFO] 			      info:android.widget.ImageView,,,com.alibaba.aliyun:id/img_2,20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		17
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:17
2016-09-04 11:23:32 sys_log : [INFO] 	18
2016-09-04 11:23:32 sys_log : [INFO] 		18
2016-09-04 11:23:32 sys_log : [INFO] 		18
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:23:32 sys_log : [INFO] 	19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		18
2016-09-04 11:23:32 sys_log : [INFO] 		18
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:23:32 sys_log : [INFO] 	19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:23:32 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,19
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:23:32 sys_log : [INFO] 	20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:23:32 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,19
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:23:32 sys_log : [INFO] 	20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:23:32 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,19
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:23:32 sys_log : [INFO] 	20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:23:32 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,19
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:23:32 sys_log : [INFO] 	20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 		17
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:17
2016-09-04 11:23:32 sys_log : [INFO] 	18
2016-09-04 11:23:32 sys_log : [INFO] 		18
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:23:32 sys_log : [INFO] 	19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:23:32 sys_log : [INFO] 	20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:23:32 sys_log : [INFO] 			      info:android.widget.ImageView,,,,20
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:23:32 sys_log : [INFO] 	20
2016-09-04 11:23:32 sys_log : [INFO] 		20
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:20
2016-09-04 11:23:32 sys_log : [INFO] 	21
2016-09-04 11:23:32 sys_log : [INFO] 		21
2016-09-04 11:23:32 sys_log : [INFO] 		21
2016-09-04 11:23:32 sys_log : [INFO] 		21
2016-09-04 11:23:32 sys_log : [INFO] 		21
2016-09-04 11:23:32 sys_log : [INFO] 		17
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:17
2016-09-04 11:23:32 sys_log : [INFO] 	18
2016-09-04 11:23:32 sys_log : [INFO] 		18
2016-09-04 11:23:32 sys_log : [INFO] 		18
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:23:32 sys_log : [INFO] 	19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		19
2016-09-04 11:23:32 sys_log : [INFO] 		13
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:13
2016-09-04 11:23:32 sys_log : [INFO] 	14
2016-09-04 11:23:32 sys_log : [INFO] 		14
2016-09-04 11:23:32 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:23:32 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,,14
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:14
2016-09-04 11:23:32 sys_log : [INFO] 	15
2016-09-04 11:23:32 sys_log : [INFO] 		15
2016-09-04 11:23:32 sys_log : [INFO] 				----go to the next depth:15
2016-09-04 11:23:32 sys_log : [INFO] 	16
2016-09-04 11:23:32 sys_log : [INFO] 		16
2016-09-04 11:23:32 sys_log : [INFO] 		16
